MasterID,Site_Name,Site_Type,Site_Address1,Site_Address2,Site_City,Site_State,Site_Zip,Site_Phone,Ext,Contact_First_Name,Contact_Last_Name,Contact_Phone,Sponsoring_Organization,Start_Date,End_Date,Days_of_operation,Comments,Breakfast_Time,Lunch_Time,Snack_Time_AM,Snack_Time_PM,Supper_Time,Site_Location,Site_Program,State_Site_ID_Number,State_Sponsor_ID_Number,sooX,sooY,SOO,Cycle,Country,RecordStatus,FNSID,Created,Season,County,LocationType,Confidence,Mapped_Status,MapX,MapY,Service_Model
51269,Cascade Housing,Open,20524 106th SE,,Kent,WA,98031,2533737594,,Ruth,Nowak,2533737594,Kent School District,6/24/2024,8/9/2024," M, T, W, TH, F", Please confirm mealtimes with site.,,12:00PM - 1:00PM,,,,,,,,,,WA,5,USA,N,41948,5/29/2024 0:00,2024,King County,A,98.84,M,-122.1994833,47.41830157,Eat On-Site
51315,Hutdtloff Middle School,Open,8102 Phillips Rd SW,,Lakewood,WA,98498,3198997387,,Joy,Vandenberg,3198997387,YMCA of Pierce and Kitsap Counties,6/26/2024,8/23/2024," M, T, W, TH, F", Please confirm mealtimes with site.,,,,3:00PM - 4:00PM,,,,,,,,WA,5,USA,N,355065,5/29/2024 0:00,2024,Pierce County,A,100,M,-122.5372141,47.18371657,Eat On-Site
79958,Ocosta Elementary School,Open,2580 S Montesano St,,Westport,WA,98595,3602689125,1008,Steve,Schmeling,3602689125,Ocosta School District,7/8/2024,8/1/2024," M, T, W, TH",Please confirm mealtimes with site.,8:30AM - 9:00AM,11:30AM - 12:00PM,,,,,SFSP,659021,159377,,,WA,6,USA,N,329022,6/18/2024 0:00,2024,Grays Harbor County,A,100,M,-124.1011205,46.86215489,Eat On-Site
80095,Surrey Lane Apartments,Open,2810 Ruddell Rd SE,,Lacey,WA,98503,3603528597,104,Anna-Min,Kellogg,3603528597,Thurston County Food Bank,6/24/2024,8/30/2024," M, T, W, TH, F",Please confirm mealtimes with site.,,12:45PM - 1:05PM,,,,,SFSP,685577,158844,,,WA,6,USA,N,147517,6/18/2024 0:00,2024,Thurston County,A,100,M,-122.8102165,47.0223077,Eat On-Site
80115,Snohomish Library,Open,311 Maple,,Snohomish,WA,98290,3605637239,,Tom,Laufmann,3605637239,Snohomish School District,6/20/2024,8/30/2024," M, T, W, TH, F",Please confirm mealtimes with site.,8:30AM - 9:00AM,12:15PM - 1:00PM,,,,,SFSP,687412,159975,,,WA,6,USA,N,357559,6/18/2024 0:00,2024,Snohomish County,A,98.82,M,-122.0887549,47.91444871,Eat On-Site
80117,Cascade Park Community Library,Open,600 NE 136th Ave,,Vancouver,WA,98684,,,,,,"Share, INC",6/24/2024,8/9/2024," M, T, W, TH, F",Please confirm mealtimes with site.,,12:00PM - 1:00PM,,,,,SFSP,687499,159548,,,WA,6,USA,N,347760,6/18/2024 0:00,2024,Clark County,A,100,M,-122.5346896,45.62463962,Eat On-Site
80118,McKenzie Stadium,Open,2211 NE 138th Ave,,Vancouver,WA,98684,,,,,,"Share, INC",7/31/2024,8/2/2024," W, TH, F",Please confirm mealtimes with site.,,11:45AM - 12:30PM,,,,,SFSP,687501,159548,,,WA,6,USA,N,347956,6/18/2024 0:00,2024,Clark County,A,100,M,-122.5305198,45.63928082,Eat On-Site
80119,Vancouver Police East Precinct,Open,520 SE 155th Ave,,Vancouver,WA,98684,,,,,,"Share, INC",8/6/2024,8/9/2024," T, W, TH, F",Please confirm mealtimes with site.,,11:45AM - 12:30PM,,,,,SFSP,687502,159548,,,WA,6,USA,N,348113,6/18/2024 0:00,2024,Clark County,A,100,M,-122.5143342,45.61729866,Eat On-Site
80120,Covington Middle School,Open,11200 NE Rosewood Ave,,Vancouver,WA,98662,,,,,,"Share, INC",7/15/2024,7/17/2024," M, T, W",Please confirm mealtimes with site.,,11:45AM - 12:30PM,,,,,SFSP,687503,159548,,,WA,6,USA,N,347814,6/18/2024 0:00,2024,Clark County,A,100,M,-122.5586824,45.66728886,Eat On-Site
126651,Denny International CLC,Open,2601 SW Kenyon St,,Seattle,WA,98126,2063751186,,Temesgen,Melashu,2063751186,City of Seattle Child Nutrition Program,7/8/2024,8/2/2024," M, T, W, TH, F",,9:00AM - 10:30AM,12:00PM - 1:30PM,,,,,SFSP,685212,159842,,,WA,8,USA,N,350007,6/19/2024 0:00,2024,King County,A,100,M,-122.3669464,47.53183833,Eat On-Site
173358,Duwamish Waterway Park,Open,7900 10th Ave SW,,Seattle,WA,98106,2063751186,,Temesgen,Melashu,2063751186,City of Seattle Child Nutrition Program,7/1/2024,8/23/2024," M, T, W, TH, F",Please confirm mealtimes with site.,,11:30AM - 1:00PM,,2:00PM - 3:00PM,,,SFSP,687910,159842,,,WA,9,USA,U,360462,6/26/2024 0:00,2024,King County,A,100,M,-122.3479812,47.53137766,Eat On-Site
173369,Kids Co@ South Shore PK-8 School,Open,4800 S Hendrson St,,Seattle,WA,98118,2063751186,,Temesgen,Melashu,2063751186,City of Seattle Child Nutrition Program,7/1/2024,8/23/2024," M, T, W, TH, F",Please confirm mealtimes with site.,8:00AM - 9:00AM,12:00PM - 1:00PM,,,,,SFSP,687678,159842,,,WA,9,USA,N,363350,6/26/2024 0:00,2024,King County,A,97.9,M,-122.2719183,47.52337378,Eat On-Site
173392,SHA- Yesler Terrace,Open,221 10th Ave S,,Seattle,WA,98104,2063751186,,Temesgen,Melashu,2063751186,City of Seattle Child Nutrition Program,7/8/2024,8/16/2024," M, T, W, TH, F",Please confirm mealtimes with site.,,12:00PM - 1:30PM,,3:00PM - 4:00PM,,,SFSP,687920,159842,,,WA,9,USA,N,363395,6/26/2024 0:00,2024,King County,A,100,M,-122.3195417,47.60104316,Eat On-Site
173395,Urban Impact @ Emerald City Commons,Open,7700 Rainier Ave S,,Seattle,WA,98119,2063751186,,Temesgen,Melashu,2063751186,City of Seattle Child Nutrition Program,7/1/2024,8/9/2024," M, T, W, TH, F",Please confirm mealtimes with site.,9:30AM - 10:00AM,,,1:00PM - 2:00PM,,,SFSP,683521,159842,,,WA,9,USA,U,361110,6/26/2024 0:00,2024,King County,A,98.28,M,-122.2699101,47.533534,Eat On-Site
202901,SHA- Rainier Vista,Open,4410 29th Ave S,,Seattle,WA,98118,2063751186,,Temesgen,Melashu,2063751186,City of Seattle Child Nutrition Program,7/8/2024,8/16/2024," M, T, W, TH, F",Please confirm mealtimes with site.,,12:00PM - 1:30PM,,3:00PM - 4:00PM,,,SFSP,687918,159842,,,WA,10,USA,N,364205,7/3/2024 0:00,2024,King County,A,99.52,M,-122.2962027,47.56321687,Eat On-Site
202953,Glenhaven Lakes,Open,"2997 Glenhaven Dr,",Non-Congregate Meal Service.,Sedro-Woolley,WA,98284,3609271590,,Carly,Simpson,3609271590,Common Threads Farm,7/3/2024,8/14/2024, W,Please confirm mealtimes with site.,1:30PM - 3:00PM,1:30PM - 3:00PM,,,,,SFSP,687435,160328,,,WA,10,USA,N,345079,7/3/2024 0:00,2024,Whatcom County,A,100,M,-122.3311375,48.65591397,Meals To Go
203003,Neighborhood House - Seola Gardens,Open,11215 5th Ave SW #129,,Seattle,WA,98146,2068782660,,Kristi,Van Gasken,2068782660,Des Moines Area Food Bank,7/8/2024,8/16/2024," M, T, W, TH, F",Please confirm mealtimes with site.,,12:00PM - 12:30PM,,2:00PM - 2:30PM,,,SFSP,687573,160061,,,WA,10,USA,U,350036,7/3/2024 0:00,2024,King County,A,100,M,-122.3407451,47.50276913,Eat On-Site
238691,Church by the side of the Road,Open,3544 S 148th St,,Tukwila,WA,98168,2063751186,,Temesgen,Melashu,2063751186,City of Seattle Child Nutrition Program,7/9/2024,8/9/2024," T, W, TH, F",Please confirm mealtimes with site.,8:30AM - 9:30AM,12:00PM - 1:00PM,,,,,SFSP,687978,159842,,,WA,11,USA,N,365769,7/10/2024 0:00,2024,King County,A,100,M,-122.2857467,47.47065569,Eat On-Site
270364,Priasealujah,Open,1320 SW 102 St,,White Center,WA,98146,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/1/2024,8/23/2024," M, T, W, TH, F",Please confirm meal times with site.,10:00AM - 11:00AM,1:00PM - 2:00PM,,,,,SFSP,687915,159842,,,WA,12,USA,U,364199,7/17/2024 0:00,2024,King County,A,100,M,-122.3514997,47.51198452,Eat On-Site
270367,SHA- Rainier Vista,Open,2917 S Snoqualmie St,,Seattle,WA,98108,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/15/2024,8/16/2024," M, T, W, TH, F",Please confirm meal times with site.,,12:00PM - 1:30PM,,3:00PM - 4:00PM,,,SFSP,687918,159842,,,WA,12,USA,U,365889,7/17/2024 0:00,2024,King County,A,100,M,-122.2948957,47.56149929,Eat On-Site
270355,SHA - MLK Apartments,Open,7923 Martin Luther King Jr Way S,,Seattle,WA,98118,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/16/2024,8/16/2024," M, T, W, TH, F",Please confirm meal times with site.,,12:00PM - 1:30PM,,3:00PM - 4:00PM,,,SFSP,686681,159842,,,WA,12,USA,U,297725,7/17/2024 0:00,2024,King County,A,100,M,-122.2808758,47.53080313,Eat On-Site
299832,Riverview Apartments,Open,1622 E Marine View Drive,,Everett,WA,98201,4253854380,,Adam,Pazder,4253854380,Everett School  District,7/9/2024,8/15/2024," T, W, TH, F",Please confirm mealtimes with site.,,11:30AM - 12:15PM,,,,,SFSP,687893,159873,,,WA,13,USA,U,364200,7/24/2024 0:00,2024,Snohomish County,A,100,M,-122.1849414,47.99521773,Eat On-Site
332730,Reaney Park,Open,700 NE Reaney Way,Non-Conngregate meal service.,Pullman,WA,99163,5083325179,,Jessie,Campbell,5093325179,Pullman School District,6/24/2024,8/15/2024,"M, T, W, T",Please confirm mealtime with site.,,11:30AM - 1:00 PM,,11:30AM - 1:00PM,,,SFSP,687851,159885,,,WA,14,USA,N,366717,7/31/2024 0:00,2024,Whitman County,A,100,M,-117.1707214,46.73063158,Meals To Go
351209,SHA- Jackson Park,Open,14396 30th Ave NE,,Seattle,WA,98125,2062471704,,Tina,Skilton,2062471704,City of Seattle Child Nutrition Program,7/8/2024,8/16/2024," M, T, W, TH, F",Please confirm mealtime with site.,,,,4:00PM - 5:00PM,,,SFSP,687916,159842,,,WA,15,USA,U,364203,8/7/2024 0:00,2024,King County,A,100,M,-122.2964333,47.7337185,Eat On-Site
351704,Pioneer Intermediate/Middle School,Open,50 E Spencer Lake Rd.,,SHELTON,WA,98584,3604269115,,Jeff,Davis,3604269115,Pioneer School District,8/13/2024,8/22/2024," T, W, TH",Please confirm mealtime with site.,,12:00PM - 12:30PM,,,,,SSO,661817,159424,,,WA,15,USA,U,112578,8/7/2024 0:00,2024,Mason County,A,100,M,-123.0031034,47.2588083,Eat On-Site
369492,Arlington Elementary,Open,6363 N Smith St,,Spokane,WA,99217,5093547270,,Robbie,Truitt,5093547270,Spokane School District,7/9/2024,7/25/2024," T, W, TH",Please confirm mealtimes with site.,8:15AM - 8:45AM,11:15AM - 11:45PM,,,,,SFSP,661030,159900,,,WA,16,USA,U,203606,8/14/2024 0:00,2024,Spokane County,A,100,M,-117.3718397,47.71602341,Eat On-Site
379082,Birchwood Elementary School,Open,3200 Pinewood Ave.,,Bellingham,WA,98225,3606030392,,Lindsay,Ahrens,3606030392,Bellingham School District,7/1/2024,7/25/2024," M, T, W, TH",Please confirm mealtime with site.,8:45AM - 9:15AM,11:15AM - 12:15PM,,,,,SSO,661094,159942,,,WA,17,USA,U,271365,8/21/2024 0:00,2024,Whatcom County,A,100,M,-122.5065794,48.77388685,Eat On-Site
379083,Options Alt High,Open,2015 Franklin,,Bellingham,WA,98225,3606030392,,Lindsay,Ahrens,3606030392,Bellingham School District,6/24/2024,8/1/2024," M, T, W, TH",Please confirm mealtime with site.,10:00AM - 10:30AM,,,,,,SSO,662147,159942,,,WA,17,USA,U,207408,8/21/2024 0:00,2024,Whatcom County,A,98.82,M,-122.4708192,48.75667381,Eat On-Site
379084,Shuksan Middle School,Open,2717 Alderwood Avenue,,Bellingham,WA,98225,3606030392,,Lindsay,Ahrens,3606030392,Bellingham School District,7/1/2024,8/1/2024," M, T, W, TH",Please confirm mealtime with site.,8:30AM - 9:00AM,11:00AM - 12:00PM,,,,,SSO,665560,159942,,,WA,17,USA,U,60124,8/21/2024 0:00,2024,Whatcom County,A,100,M,-122.5015147,48.77980793,Eat On-Site
379180,Chimacum Elementary,Open,P.O. Box 278,,Chimacum,WA,98325,3603025807,,Justin,Oas,3603025807,Chimacum School District,7/8/2024,7/26/2024," M, T, W, TH, F",Please confirm mealtime with site.,8:45AM - 9:15AM,11:30AM - 12:00PM,,,,,SSO,660794,159347,,,WA,17,USA,U,364192,8/21/2024 0:00,2024,Jefferson County,A,98,M,-122.7710565,47.9805812,Eat On-Site
379179,Chimacum Creek Primary,Open,313 Ness Corner Rd,,Port Hadlock,WA,98339,3603025807,,Justin,Oas,3603025807,Chimacum School District,8/12/2024,8/16/2024," M, T, W, TH, F",Please confirm mealtime with site.,9:00AM - 9:20AM,,11:00AM - 11:20AM,,,,SSO,660797,159347,,,WA,17,USA,U,203859,8/21/2024 0:00,2024,Jefferson County,A,100,M,-122.7732913,48.03192514,Eat On-Site
379181,Chimacum Junior and Senior High School,Open,91 West valley Rd,,Chimacum,WA,98325,3603025807,,Justin,Oas,3603025807,Chimacum School District,7/8/2024,7/26/2024," M, T, W, TH, F",Please confirm mealtime with site.,8:30AM - 9:00AM,11:00AM - 11:30AM,,,,,SSO,660796,159347,,,WA,17,USA,U,271580,8/21/2024 0:00,2024,Jefferson County,A,100,M,-122.7787903,48.01352543,Eat On-Site
379563,Kiona- Benton City Elementary School,Open,913 Horne Drive,,Benton City,WA,99320,5095882037,,Jennifer,Swiger,5095882037,Kiona-Benton City School District,6/17/2024,7/25/2024," M, T, W, TH",Please confirm mealtime with site.,7:30AM - 8:30AM,10:00AM - 2:00PM,,,,,SSO,664322,159897,,,WA,17,USA,U,28684,8/21/2024 0:00,2024,Benton County,A,100,M,-119.4875271,46.26956235,Eat On-Site
379610,Harrah Elementary,Open,7640 Branch Rd,P O Box 159,Harrah,WA,98952,5098748607,,Chad,Crawford,5098748607,Mount Adams School District,6/24/2024,7/3/2024," M, T, W, TH, F",Please confirm mealtime with site.,8:30AM - 9:00AM,12:00PM - 12:30PM,,,,,SSO,662295,159188,,,WA,17,USA,U,365808,8/21/2024 0:00,2024,Yakima County,A,98,M,-120.5367432,46.40459784,Eat On-Site
379611,Mt. Baker Jr. High,Open,4936 DEMING ROAD/ P.O. Box 95,,Deming,WA,98244,3603832024,,Shannon,Richardson,3603832024,Mount Baker School District,7/15/2024,8/1/2024," M, T, W, TH",Please confirm mealtime with site.,9:15AM - 9:30AM,12:00PM - 12:15PM,,,,,SSO,665541,159526,,,WA,17,USA,U,364198,8/21/2024 0:00,2024,Whatcom County,A,98,M,-122.2206348,48.82467853,Eat On-Site
379669,Lutacaga Elementary,Open,795 South 7th Avenue,,Othello,WA,99344,5094883351,2031,Mandy,McDonald,5094883351,Othello School District,6/24/2024,7/18/2024," M, T, W, TH",Please confirm mealtime with site.,7:30AM - 8:30AM,10:45AM - 12:45PM,,,,,SSO,663404,159249,,,WA,17,USA,U,45015,8/21/2024 0:00,2024,Adams County,A,100,M,-119.1652432,46.81891236,Eat On-Site
379682,Salish Coast Elementary,Open,1637 Grant Street,,Port Townsend,WA,98368,3606805703,,Shannon,Gray,3606805703,Port Townsend School District,7/15/2024,7/31/2024," M, T, W, TH",Please confirm mealtime with site.,8:00AM - 9:30AM,11:30AM - 12:45PM,,,,,SSO,663283,159440,,,WA,17,USA,U,149159,8/21/2024 0:00,2024,Jefferson County,A,100,M,-122.7915749,48.11213209,Eat On-Site
379690,Forks High School,Open,261 South Spartan Ave,,Forks,WA,98331,3603746262,,Sheri,Llewellyn,3603746262,Quillayute Valley School District,6/24/2024,7/17/2024," M, T, W, TH, F",Please confirm mealtime with site.,8:30AM - 9:15AM,12:00PM - 1:00PM,,,,,SFSP,664009,159405,,,WA,17,USA,U,43279,8/21/2024 0:00,2024,Clallam County,A,100,M,-124.3842167,47.94804634,Eat On-Site
379740,Denny Middle School,Open,2601 SW Kenyon,,Seattle,WA,98126,2062520685,,Aaron,Smith,2062520685,Seattle School District,7/8/2024,8/2/2024," M, T, W, TH, F",Please confirm mealtime with site.,9:00AM - 9:30AM,12:00PM - 12:30PM,,,,,SSO,660370,159880,,,WA,17,USA,U,213106,8/21/2024 0:00,2024,King County,A,98.84,M,-122.3669464,47.53183833,Eat On-Site
379742,Mercer International Middle School,Open,1600 S. Columbian Way,,Seattle,WA,98108,2062520685,,Aaron,Smith,2062520685,Seattle School District,7/8/2024,8/2/2024," M, T, W, TH, F",Please confirm mealtime with site.,9:30AM - 10:00AM,11:40AM - 12:10PM,,,,,SSO,660407,159880,,,WA,17,USA,U,213283,8/21/2024 0:00,2024,King County,A,100,M,-122.3119373,47.56272868,Eat On-Site
379865,Taholah,Open,600 Chitwhin Dr,PO Box 249,Taholah,WA,98587,3602764780,2225,Edcelena,James,3602764780,Taholah School District,6/26/2024,7/12/2024," M, T, W, TH, F",Please confirm mealtime with site.,,11:00AM - 12:00PM,,,,,SSO,660760,160002,,,WA,17,USA,U,273465,8/21/2024 0:00,2024,Grays Harbor County,A,84,M,-124.2846109,47.3366186,Eat On-Site
379923,Winlock Miller Elementary School,Open,405 NW Benton Ave,,Winlock,WA,98596,3607853582,,Lorena,Gomez,3607853582,Winlock School District,7/1/2024,7/26/2024," M, T, W, TH, F",Please confirm mealtime with site.,8:15AM - 8:45AM,12:00PM - 12:30PM,,,,,SFSP,665268,159477,,,WA,17,USA,U,320840,8/21/2024 0:00,2024,Lewis County,A,100,M,-122.9406566,46.49258063,Eat On-Site
405660,Aberdeen (Weatherwax) High School,Open,410 North G Street,Non-Congregate Meal Service.,Aberdeen,WA,98520,3605382256,,Jaime,Matisons,3605382256,Aberdeen School District,6/14/2024,7/24/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,7:30AM - 8:30AM,11:30AM - 12:30PM,,,,,SFSP,662627,159885,,,WA,19,USA,U,57223,9/4/2024 0:00,2024,Grays Harbor County,A,100,M,-123.8182318,46.97968102,Meals To Go
405663,Garley Park,Open,1300 West Huntley,,Aberdeen,WA,98520,3605382256,,Jaime,Matisons,3605382256,Aberdeen School District,6/17/2024,8/23/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,11:30AM - 12:30PM,,,,,SFSP,665312,159885,,,WA,19,USA,U,58325,9/4/2024 0:00,2024,Grays Harbor County,A,98.84,M,-123.8117377,46.95883414,Eat On-Site
405662,Finch Park,Open,608 West Sumner,,Aberdeen,WA,98520,3605382256,,Jaime,Matisons,3605382256,Aberdeen School District,6/17/2024,8/23/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,11:30AM - 12:30PM,,,,,SFSP,660495,159885,,,WA,19,USA,U,143000,9/4/2024 0:00,2024,Grays Harbor County,A,97.71,M,-123.8302646,46.9767102,Eat On-Site
405664,Harbor City Church,Open,1700 Cherry Street,,Aberdeen,WA,98520,3605382256,,Jaime,Matisons,3605382256,Aberdeen School District,7/17/2024,7/19/2024,"W, TH, F",Please confirm mealtimes with site.,,11:30AM - 12:30PM,,,,,SFSP,687962,159885,,,WA,19,USA,U,366866,9/4/2024 0:00,2024,Grays Harbor County,A,100,M,-123.8363956,46.97698253,Eat On-Site
405666,North End Park,Open,1500 N Young Street,,Aberdeen,WA,98520,3605382256,,Jaime,Matisons,3605382256,Aberdeen School District,6/17/2024,8/23/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,11:30AM - 12:30PM,,,,,SFSP,659095,159885,,,WA,19,USA,U,329020,9/4/2024 0:00,2024,Grays Harbor County,A,98.87,M,-123.805124,46.98592129,Eat On-Site
405661,Central Park Elementary,Open,601 School Rd,Non-Congregate Meal Service.,Aberdeen,WA,98520,3605382256,,Jaime,Matisons,3605382256,Aberdeen School District,6/17/2024,8/23/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,11:30AM - 11:45PM,,,,,SFSP,660729,159885,,,WA,19,USA,U,57760,9/4/2024 0:00,2024,Grays Harbor County,A,100,M,-123.6970892,46.96731623,Meals To Go
405665,Harbor High School,Open,300 North Williams,Non-Congregate Meal Service.,Aberdeen,WA,98520,3605382256,,Jaime,Matisons,3605382256,Aberdeen School District,6/14/2024,7/2/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,7:30AM - 8:30AM,11:30AM - 12:30PM,,,,,SFSP,660727,159885,,,WA,19,USA,U,58480,9/4/2024 0:00,2024,Grays Harbor County,A,98.84,M,-123.8323081,46.97042696,Meals To Go
405670,Wes Peterson Park,Open,2715 Bay Avenue,,Aberdeen,WA,98520,3605382256,,Jaime,Matisons,3605382256,Aberdeen School District,6/17/2024,8/23/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,11:30AM - 12:30PM,,,,,SFSP,659093,159885,,,WA,19,USA,U,205455,9/4/2024 0:00,2024,Grays Harbor County,A,98.9,M,-123.8501138,46.97236922,Eat On-Site
405669,Stevens Elementary,Open,301 South Farragut,Non-Congregate Meal Service.,Aberdeen,WA,98520,3605382256,,Jaime,Matisons,3605382256,Aberdeen School District,6/17/2024,8/23/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,12:10PM - 12:25PM,,,,,SFSP,664405,159885,,,WA,19,USA,U,60280,9/4/2024 0:00,2024,Grays Harbor County,A,98.84,M,-123.7889687,46.96685207,Meals To Go
405668,Robert Gray Elementary,Open,1516 North B Street,Non-Congregate Meal Service.,Aberdeen,WA,98520,3605382256,,Jaime,Matisons,3605382256,Aberdeen School District,6/17/2024,8/23/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,11:00AM - 11:15AM,,,,,SFSP,660730,159885,,,WA,19,USA,U,59955,9/4/2024 0:00,2024,Grays Harbor County,A,100,M,-123.8141955,46.9863072,Meals To Go
405672,ALPAC Elementary School,Open,310 Milwaukee Blvd. North,,Pacific,WA,98047,2539314972,,Janis,Campbell-Aikens,2539314972,Auburn School District,7/29/2024,8/15/2024,"M, T, W, TH",Please confirm mealtimes with site.,8:50AM - 9:10AM,12:00PM - 12:20PM,,,,,SFSP,663202,159935,,,WA,19,USA,U,57278,9/4/2024 0:00,2024,King County,A,100,M,-122.2499966,47.27092201,Eat On-Site
405671,Algona Matchett City Park,Open,402 Warde St.,,Algona,WA,98001,2539314972,,Janis,Campbell-Aikens,2539314972,Auburn School District,7/1/2024,8/22/2024,"M, T, W, TH",Please confirm mealtimes with site.,,11:00AM - 11:30AM,,,,,SFSP,663838,159935,,,WA,19,USA,U,40919,9/4/2024 0:00,2024,King County,A,100,M,-122.24959,47.27827093,Eat On-Site
405667,Ocosta Elementary School,Open,2580 S Montesano Street,,Westport,WA,98595,3605382256,,Jaime,Matisons,3605382256,Aberdeen School District,7/8/2024,8/1/2024,"M, T, W, TH",Please confirm mealtimes with site.,8:00AM - 8:30AM,11:30AM - 12:30PM,,,,,SFSP,687961,159885,,,WA,19,USA,U,363377,9/4/2024 0:00,2024,Grays Harbor County,A,100,M,-124.1011205,46.86215489,Eat On-Site
405673,Arthur Jacobsen Elementary School,Open,29205 132nd Ave SE,,Auburn,WA,98092,2539314972,,Janis,Campbell-Aikens,2539314972,Auburn School District,7/8/2024,7/18/2024,"M, T, W, TH",Please confirm mealtimes with site.,8:50AM - 9:05AM,11:55AM - 12:10PM,,,,,SFSP,664080,159935,,,WA,19,USA,U,271284,9/4/2024 0:00,2024,King County,A,100,M,-122.1656354,47.34009212,Eat On-Site
405674,Arthur Jacobsen Elementary School,Open,29205 132nd Ave SE,,Auburn,WA,98092,2539314972,,Janis,Campbell-Aikens,2539314972,Auburn School District,7/29/2024,8/8/2024,"M, T, W, TH",Please confirm mealtimes with site.,8:50AM - 9:05AM,11:55AM - 12:10PM,,,,,SFSP,664080,159935,,,WA,19,USA,U,271284,9/4/2024 0:00,2024,King County,A,100,M,-122.1656354,47.34009212,Eat On-Site
405676,Auburn Mountainview High School,Open,28900 124th Ave SE,,Auburn,WA,98092,2539314972,,Janis,Campbell-Aikens,2539314972,Auburn School District,6/24/2024,7/11/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,7:50AM - 8:10AM,11:00AM - 11:40AM,,,,,SFSP,664728,159935,,,WA,19,USA,U,57338,9/4/2024 0:00,2024,King County,A,100,M,-122.1761034,47.34249224,Eat On-Site
405677,Auburn Riverside High School,Open,501 Oravetz Rd,,Auburn,WA,98092,2539314972,,Janis,Campbell-Aikens,2539314972,Auburn School District,6/24/2024,8/16/2024,"M, T, W, TH",Please confirm mealtimes with site.,8:50AM - 9:15AM,11:50AM - 12:10PM,,,,,SFSP,663747,159935,,,WA,19,USA,U,203614,9/4/2024 0:00,2024,King County,A,100,M,-122.2187249,47.27049078,Eat On-Site
405675,Auburn High School,Open,711 E Main St,,Auburn,WA,98002,2539314972,,Janis,Campbell-Aikens,2539314972,Auburn School District,7/9/2024,8/1/2024,"T, W, TH, F",Please confirm mealtimes with site.,8:50AM - 9:10AM,11:15AM - 11:50AM,,,,,SFSP,663145,159935,,,WA,19,USA,U,97037,9/4/2024 0:00,2024,King County,A,100,M,-122.2201978,47.30781413,Eat On-Site
405678,Auburn Riverside High School,Open,501 Oravetz Rd,,Auburn,WA,98092,2539314972,,Janis,Campbell-Aikens,2539314972,Auburn School District,7/19/2024,8/16/2024,F,Please confirm mealtimes with site.,8:50AM - 9:15AM,11:50AM - 12:10PM,,,,,SFSP,663747,159935,,,WA,19,USA,U,203614,9/4/2024 0:00,2024,King County,A,100,M,-122.2187249,47.27049078,Eat On-Site
405679,Auburn Square Apartments,Open,3740 H Street NE,,Auburn,WA,98002,2539314972,,Janis,Campbell-Aikens,2539314972,Auburn School District,7/1/2024,8/23/2024,"M, T, W, TH, F",Please confirm mealtimes with site.,,12:55PM - 1:10PM,,,,,SFSP,663790,159935,,,WA,19,USA,U,41154,9/4/2024 0:00,2024,King County,A,100,M,-122.2203228,47.34134136,Eat On-Site
405683,Children's Dance Theater,Open,102 West Main Street,,Auburn,WA,98001,2539314972,,Janis,Campbell-Aikens,2539314972,Auburn School District,7/1/2024,8/22/2024,"M, T, W, TH",Please confirm mealtimes with site.,,12:00PM - 12:15PM,,,,,SFSP,687476,159935,,,WA,19,USA,U,346492,9/4/2024 0:00,2024,King County,A,100,M,-122.2311146,47.30733501,Eat On-Site
405680,Bowman Creek Elementary,Open,5701 Kersey Way SE,,Auburn,WA,98092,2539314972,,Janis,Campbell-Aikens,2539314972,Auburn School District,7/23/2024,8/8/2024,"T, W, TH",Please confirm mealtimes with site.,8:20AM - 8:40AM,11:20AM - 11:40AM,,,,,SFSP,686428,159935,,,WA,19,USA,U,271390,9/4/2024 0:00,2024,King County,A,98.9,M,-122.1868869,47.25736063,Eat On-Site
405681,Burndale Homes,Open,930 18th Place NE,,Auburn,WA,98002,2539314972,,Janis,Campbell-Aikens,2539314972,Auburn School District,7/1/2024,8/22/2024,"M, T, W, TH",Please confirm mealtimes with site.,,12:25PM - 12:45PM,,3:00PM - 3:30PM,,,SFSP,663138,159935,,,WA,19,USA,U,271438,9/4/2024 0:00,2024,King County,A,100,M,-122.2184638,47.32407683,Eat On-Site
405684,Chinook Elementary,Open,3502 Auburn Way South,,Auburn,WA,98092,2539314972,,Janis,Campbell-Aikens,2539314972,Auburn School District,7/30/2024,8/15/2024,"T, W, TH",Please confirm mealtimes with site.,8:20AM - 8:35AM,11:20AM - 11:35AM,,,,,SFSP,663148,159935,,,WA,19,USA,U,148232,9/4/2024 0:00,2024,King County,A,100,M,-122.1797468,47.28827813,Eat On-Site
